designation,ra,dec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
J101129.07+463330.5,152.8711357,46.5584926,16.846,0.122,8.9,7.472E-01,16.732,null,0.9,9.513E-01,12.950,null,-0.4,8.170E-01,9.341,null,-0.2,9.505E-01,3,16,0,16,0,16,0,16,null,null,null,null,null,null,null,353.660249,331.535151
J101216.81+462558.9,153.0700559,46.4330297,13.837,0.028,39.3,8.481E-01,13.894,0.042,26.0,1.062E+00,12.725,null,0.4,1.136E+00,9.343,null,-1.1,9.469E-01,16,16,15,15,0,16,0,16,549075014,14.391,0.032,14.002,0.033,13.948,0.052,353.724144,113.414778
J101211.60+463208.7,153.0483730,46.5357692,16.062,0.070,15.5,8.900E-01,15.610,0.148,7.3,9.578E-01,12.853,null,-0.3,8.813E-01,9.218,null,-2.0,9.657E-01,11,13,3,13,0,13,0,13,null,null,null,null,null,null,null,354.393512,49.700486
J101144.69+462225.3,152.9362317,46.3736959,16.930,0.138,7.9,9.006E-01,16.598,null,1.0,8.527E-01,12.890,null,-0.9,1.046E+00,8.711,null,1.2,1.096E+00,2,14,1,14,0,14,1,14,null,null,null,null,null,null,null,354.512702,181.203703
J101212.50+463159.6,153.0521032,46.5332410,16.085,0.072,15.2,9.286E-01,15.816,0.176,6.2,8.596E-01,12.866,null,-2.3,9.382E-01,9.280,null,-0.8,1.015E+00,11,13,0,13,0,13,0,13,null,null,null,null,null,null,null,355.804891,51.780623
J101218.64+462644.9,153.0776972,46.4458269,16.885,0.121,9.0,9.538E-01,17.107,0.527,2.1,8.531E-01,12.699,0.443,2.5,9.329E-01,9.112,null,0.4,1.078E+00,5,15,0,15,0,15,0,15,null,null,null,null,null,null,null,356.226803,105.377332
J101124.72+463306.8,152.8530162,46.5519136,16.422,0.086,12.6,7.744E-01,16.328,0.276,3.9,1.040E+00,12.956,null,-0.3,9.071E-01,9.396,null,0.0,9.580E-01,10,16,0,16,0,16,0,16,null,null,null,null,null,null,null,357.880303,323.387379
J101121.41+463239.5,152.8392434,46.5443290,16.359,0.082,13.2,9.503E-01,16.692,0.351,3.1,1.011E+00,12.532,null,1.0,8.805E-01,8.982,null,0.8,9.780E-01,12,16,1,16,0,16,0,16,null,null,null,null,null,null,null,359.016329,316.402696
J101217.75+463033.4,153.0739769,46.5092863,15.674,0.052,20.8,8.878E-01,15.544,0.136,8.0,9.411E-01,12.933,null,-1.2,1.025E+00,9.334,null,-0.7,9.591E-01,15,15,4,15,0,15,0,15,549074907,16.606,0.120,16.340,0.186,16.017,null,359.734916,68.134559
J101110.65+462756.6,152.7943852,46.4657303,17.144,0.151,7.2,8.791E-01,16.226,0.222,4.9,9.536E-01,12.977,0.541,2.0,1.088E+00,8.967,null,1.1,9.956E-01,1,16,2,16,1,16,0,16,null,null,null,null,null,null,null,359.884250,266.370575
J101220.18+462749.5,153.0841187,46.4637549,16.217,0.074,14.7,8.967E-01,16.286,0.254,4.3,9.677E-01,12.383,null,1.3,8.833E-01,8.887,null,0.9,1.051E+00,11,15,1,15,0,15,0,15,null,null,null,null,null,null,null,360.525897,94.756142
J101153.22+463412.0,152.9717648,46.5700046,16.136,0.072,15.0,9.574E-01,16.529,0.333,3.3,8.492E-01,12.818,null,0.1,8.907E-01,8.613,null,1.5,1.037E+00,12,13,0,13,0,13,2,13,549070089,16.837,0.159,16.272,0.183,16.819,null,361.377980,12.874344
J101141.27+462220.5,152.9219831,46.3723710,16.079,0.071,15.3,9.472E-01,16.229,0.248,4.4,8.012E-01,12.701,null,0.3,8.709E-01,9.077,null,-0.1,9.010E-01,11,14,1,14,0,14,0,14,549069780,16.665,0.126,16.277,0.164,15.416,null,361.745152,186.801164
J101130.32+462252.9,152.8763724,46.3813659,16.246,0.086,12.7,8.071E-01,16.269,0.270,4.0,9.393E-01,12.853,null,-1.0,9.052E-01,9.142,null,-1.3,8.264E-01,10,13,0,13,0,13,0,13,549069796,16.798,0.152,16.916,null,15.718,null,362.134517,205.535510
J101126.19+463323.2,152.8591382,46.5564605,17.024,0.141,7.7,9.030E-01,17.129,null,0.0,8.374E-01,12.237,null,1.9,8.921E-01,9.138,null,0.4,9.027E-01,5,16,0,16,0,16,0,16,null,null,null,null,null,null,null,362.621247,326.854844
J101113.01+463040.6,152.8042448,46.5113018,16.208,0.078,14.0,7.625E-01,15.749,0.158,6.9,9.480E-01,12.185,null,1.8,8.638E-01,9.254,null,-0.6,8.267E-01,11,14,1,14,0,14,0,14,null,null,null,null,null,null,null,363.032580,292.894436
J101142.68+462217.2,152.9278719,46.3714503,16.837,0.124,8.7,8.270E-01,16.842,0.419,2.6,8.998E-01,12.679,0.447,2.4,9.443E-01,8.858,null,0.7,1.043E+00,2,14,0,14,0,14,0,14,null,null,null,null,null,null,null,363.612915,184.450051
J101143.48+463423.5,152.9312050,46.5732035,16.199,0.073,15.0,1.046E+00,16.465,0.289,3.8,8.713E-01,12.224,null,1.8,8.807E-01,8.964,null,0.6,8.751E-01,12,15,0,15,0,15,0,15,null,null,null,null,null,null,null,364.335440,356.875279
J101110.76+462711.7,152.7948480,46.4532520,16.254,0.080,13.6,9.591E-01,16.044,0.195,5.6,8.667E-01,12.092,0.262,4.1,8.563E-01,9.036,null,0.4,1.034E+00,11,15,2,15,0,15,0,15,null,null,null,null,null,null,null,364.441305,259.293422
J101201.91+463342.7,153.0079836,46.5618734,12.893,0.025,42.9,9.004E-01,12.962,0.029,37.3,1.015E+00,12.219,null,1.6,9.124E-01,8.828,null,1.1,1.124E+00,13,13,13,13,0,13,0,13,549074826,13.454,0.026,13.063,0.027,12.999,0.026,365.160107,27.778192
J101203.71+463332.2,153.0154940,46.5589604,15.814,0.063,17.2,8.836E-01,16.157,0.259,4.2,9.358E-01,12.468,null,0.7,1.109E+00,9.239,null,-0.1,9.335E-01,11,12,1,12,0,12,0,12,549074832,16.278,0.097,15.873,0.134,15.891,0.248,365.189403,31.127605
J101218.74+462616.2,153.0781141,46.4378448,17.244,0.166,6.5,8.768E-01,16.412,null,1.6,1.019E+00,12.391,null,1.1,9.631E-01,8.890,null,0.8,9.310E-01,2,15,1,15,0,15,0,15,null,null,null,null,null,null,null,365.920666,109.674379
J101146.54+463426.9,152.9439340,46.5741537,17.279,0.172,6.3,9.443E-01,16.546,null,1.4,8.489E-01,12.320,null,1.5,1.002E+00,9.283,null,0.1,1.089E+00,2,15,0,15,0,15,0,15,null,null,null,null,null,null,null,367.398282,1.815714
J101122.94+462334.0,152.8456146,46.3927996,17.030,0.156,7.0,7.723E-01,16.705,null,0.6,9.529E-01,12.835,null,-0.1,8.653E-01,9.223,null,-0.4,8.384E-01,1,13,0,13,0,13,0,13,null,null,null,null,null,null,null,368.176022,219.148816
J101127.96+462258.0,152.8665066,46.3827860,16.244,0.083,13.2,8.315E-01,16.237,0.269,4.0,8.662E-01,12.839,null,-0.3,9.304E-01,9.235,null,-1.3,1.120E+00,6,13,1,13,0,13,0,13,null,null,null,null,null,null,null,368.864828,209.315371
J101158.05+463405.5,152.9919118,46.5682183,17.251,0.185,5.9,9.026E-01,17.071,null,-0.4,1.002E+00,12.849,null,-3.1,9.260E-01,9.043,null,0.5,9.283E-01,0,13,0,13,0,13,0,13,null,null,null,null,null,null,null,369.648513,20.654326
J101208.26+462334.5,153.0344396,46.3929230,16.240,0.072,15.1,7.691E-01,16.272,0.237,4.6,1.008E+00,12.494,null,1.2,1.017E+00,9.078,null,0.7,1.024E+00,14,17,1,17,0,17,0,17,null,null,null,null,null,null,null,370.341630,140.332471
J101115.73+462451.2,152.8155443,46.4142426,15.706,0.055,19.8,9.543E-01,15.781,0.166,6.6,1.148E+00,12.613,null,0.6,1.012E+00,9.281,null,-1.2,1.015E+00,14,14,1,14,0,14,0,14,549069836,16.471,0.109,15.943,0.132,15.476,0.188,370.942569,235.851196
J101220.68+462930.0,153.0861979,46.4916765,16.676,0.102,10.7,8.195E-01,15.832,0.169,6.4,1.047E+00,12.433,0.349,3.1,1.049E+00,9.166,null,-0.2,9.120E-01,5,16,3,15,0,15,0,16,null,null,null,null,null,null,null,371.038610,79.025694
J101221.11+462910.3,153.0879664,46.4862196,17.115,0.148,7.3,8.973E-01,16.429,null,1.9,1.068E+00,12.276,null,1.5,9.113E-01,9.141,null,-1.5,9.586E-01,3,15,1,15,0,14,0,15,null,null,null,null,null,null,null,372.183892,82.124415
J101156.78+463413.0,152.9866118,46.5703008,15.455,0.048,22.6,1.195E+00,15.563,0.143,7.6,9.108E-01,12.837,null,-1.0,8.534E-01,8.791,null,1.1,8.651E-01,13,13,2,13,0,13,0,13,null,null,null,null,null,null,null,372.326477,18.357748
J101136.08+463420.5,152.9003416,46.5723648,17.319,0.181,6.0,8.865E-01,17.134,null,-0.7,1.064E+00,12.507,null,0.9,1.018E+00,9.069,null,0.5,1.138E+00,0,15,0,15,0,15,1,15,null,null,null,null,null,null,null,373.412290,345.064489
J101109.55+462912.4,152.7897967,46.4867794,17.295,0.190,5.7,8.772E-01,16.975,0.492,2.2,7.664E-01,12.902,null,-0.5,8.397E-01,8.871,null,0.9,9.641E-01,0,14,0,14,0,14,0,14,null,null,null,null,null,null,null,374.171918,278.145598
J101150.08+463430.8,152.9586969,46.5752231,16.069,0.068,15.9,8.805E-01,16.092,0.217,5.0,1.129E+00,12.856,null,-1.7,9.511E-01,8.744,null,1.3,1.079E+00,13,14,2,14,0,13,0,14,null,null,null,null,null,null,null,374.183255,7.397001
J101200.78+463400.1,153.0032514,46.5667084,16.279,0.084,12.9,9.567E-01,16.207,0.254,4.3,8.577E-01,12.255,null,1.3,8.349E-01,8.769,null,1.2,1.165E+00,8,13,1,13,0,13,0,13,null,null,null,null,null,null,null,375.541027,24.957049
J101126.00+463337.6,152.8583450,46.5604615,16.076,0.067,16.2,9.370E-01,15.609,0.142,7.7,9.154E-01,12.403,null,1.4,9.707E-01,9.236,null,0.1,9.435E-01,13,16,3,16,0,16,0,16,null,null,null,null,null,null,null,375.800305,327.806978
J101154.63+463423.4,152.9776560,46.5731849,16.597,0.106,10.2,9.029E-01,17.029,null,-0.4,8.717E-01,12.639,0.461,2.4,9.549E-01,8.512,null,1.9,9.578E-01,5,13,0,13,0,13,0,13,null,null,null,null,null,null,null,375.973731,14.650864
J101121.60+462334.4,152.8400283,46.3929009,16.338,0.086,12.6,9.655E-01,15.974,0.217,5.0,1.015E+00,12.151,null,1.8,8.851E-01,9.164,null,0.3,1.099E+00,9,13,3,13,0,13,0,13,null,null,null,null,null,null,null,376.797307,220.821300
J101217.35+463126.4,153.0723238,46.5240190,17.019,0.143,7.6,9.981E-01,16.016,0.201,5.4,1.065E+00,12.838,0.526,2.1,9.378E-01,9.060,null,0.2,9.027E-01,1,14,3,14,0,14,0,14,null,null,null,null,null,null,null,379.017272,60.435879
J101116.26+463210.9,152.8177735,46.5363771,15.384,0.045,23.9,9.438E-01,15.124,0.098,11.1,9.108E-01,11.791,0.197,5.5,8.994E-01,8.876,null,0.8,1.049E+00,14,14,6,14,1,14,1,14,null,null,null,null,null,null,null,379.519992,307.578386
J101109.99+462636.3,152.7916600,46.4434204,15.833,0.060,18.2,1.199E+00,15.525,0.125,8.7,8.937E-01,12.878,0.512,2.1,1.014E+00,9.084,0.414,2.6,1.174E+00,15,15,3,15,0,15,1,15,null,null,null,null,null,null,null,380.307276,254.272849
J101144.33+463441.4,152.9347371,46.5781802,15.877,0.058,18.6,1.107E+00,15.760,0.153,7.1,9.500E-01,12.697,null,0.5,9.814E-01,9.244,null,-0.4,9.827E-01,14,15,2,15,0,15,0,15,null,null,null,null,null,null,null,381.871063,358.331663
J101214.25+462420.5,153.0593795,46.4057075,15.220,0.040,26.9,8.805E-01,14.451,0.055,19.6,8.923E-01,12.000,0.225,4.8,1.062E+00,9.169,0.460,2.4,9.342E-01,16,16,16,16,0,16,0,16,null,null,null,null,null,null,null,382.179676,128.702176
J101118.93+462353.0,152.8288780,46.3980740,16.524,0.098,11.1,8.236E-01,17.085,null,0.0,9.016E-01,12.844,null,-0.2,9.448E-01,8.619,null,1.7,1.091E+00,7,14,0,14,0,14,0,14,null,null,null,null,null,null,null,382.196196,225.794046
J101204.69+462253.3,153.0195826,46.3814926,17.387,0.188,5.8,8.634E-01,16.233,0.230,4.7,9.642E-01,12.404,null,1.4,9.118E-01,9.344,null,-0.6,9.498E-01,1,16,1,16,0,16,0,16,null,null,null,null,null,null,null,382.453218,148.548806
J101108.29+462842.3,152.7845799,46.4784324,15.889,0.061,17.9,7.796E-01,15.428,0.123,8.8,9.777E-01,12.446,0.356,3.0,8.689E-01,9.201,null,0.2,1.080E+00,14,14,4,14,0,14,0,14,null,null,null,null,null,null,null,384.075316,273.431933
J101158.11+463420.7,152.9921560,46.5724387,16.945,0.142,7.6,8.036E-01,17.093,null,-0.2,9.856E-01,12.741,0.494,2.2,9.671E-01,9.176,null,0.3,9.359E-01,3,13,0,13,0,13,0,13,null,null,null,null,null,null,null,384.105403,19.937814
J101153.86+463434.1,152.9744509,46.5761532,16.526,0.100,10.9,8.702E-01,16.490,null,1.2,9.879E-01,12.839,null,-0.2,7.546E-01,9.220,null,0.1,9.414E-01,6,13,0,13,0,13,0,13,null,null,null,null,null,null,null,384.441364,13.103628
J101158.25+462218.5,152.9927154,46.3718189,16.671,0.103,10.5,8.076E-01,16.455,0.284,3.8,9.072E-01,12.548,null,0.9,8.224E-01,9.289,null,-0.1,9.592E-01,6,16,0,16,0,16,0,16,null,null,null,null,null,null,null,384.807727,159.803232
J101218.50+462521.9,153.0771092,46.4227663,17.083,0.147,7.4,1.026E+00,16.857,null,0.7,1.030E+00,12.317,null,1.5,1.005E+00,9.084,null,0.4,1.171E+00,3,15,0,15,0,15,0,15,null,null,null,null,null,null,null,385.452802,117.416358
J101108.88+462657.7,152.7870098,46.4493794,16.274,0.080,13.6,8.004E-01,16.916,0.441,2.5,9.144E-01,12.552,null,0.8,9.499E-01,9.141,null,0.3,1.052E+00,10,15,0,15,0,15,0,15,null,null,null,null,null,null,null,386.283467,257.803144
J101207.84+462310.6,153.0326833,46.3862992,16.710,0.099,10.9,9.678E-01,16.351,0.247,4.4,1.159E+00,12.285,null,1.8,7.995E-01,9.426,0.529,2.1,1.031E+00,7,17,3,17,0,17,0,17,null,null,null,null,null,null,null,386.381474,143.085736
J101109.81+462617.1,152.7908803,46.4380918,17.436,0.210,5.2,1.153E+00,16.502,null,1.6,1.012E+00,12.202,null,1.8,1.017E+00,9.238,null,-0.1,9.871E-01,1,14,0,14,0,14,0,14,null,null,null,null,null,null,null,387.816931,251.623342
J101220.13+463048.3,153.0838761,46.5134270,9.522,0.023,48.0,8.748E-01,9.615,0.020,54.4,9.165E-01,9.531,0.033,32.6,9.823E-01,9.105,0.469,2.3,8.831E-01,15,15,15,15,15,15,0,15,549074900,10.237,0.023,9.706,0.021,9.608,0.016,388.068718,67.433220
J101137.04+462201.3,152.9043618,46.3670400,15.556,0.049,22.1,1.164E+00,15.060,0.096,11.3,1.020E+00,11.691,0.188,5.8,8.679E-01,9.159,null,0.0,1.013E+00,14,14,6,14,1,13,0,14,null,null,null,null,null,null,null,388.164285,192.893856
J101152.25+462158.0,152.9677482,46.3661195,14.439,0.031,35.4,9.701E-01,14.157,0.046,23.5,1.135E+00,12.934,0.538,2.0,9.677E-01,9.307,null,-0.6,9.583E-01,15,15,14,15,1,15,0,15,549069767,16.461,0.121,15.632,0.126,14.892,0.122,388.215641,169.485376
J101155.45+463434.9,152.9810557,46.5763664,14.793,0.037,29.5,1.050E+00,15.037,0.099,11.0,9.959E-01,12.516,null,0.6,9.630E-01,9.024,null,0.6,9.738E-01,13,13,6,13,0,13,0,13,549074793,16.014,0.075,15.263,0.077,15.021,0.116,389.220525,15.421656
J101133.79+462209.3,152.8908037,46.3692513,16.645,0.117,9.3,8.744E-01,16.328,0.299,3.6,1.119E+00,12.654,null,0.3,9.730E-01,8.883,null,0.5,9.129E-01,5,12,1,12,0,12,0,12,null,null,null,null,null,null,null,389.442163,197.991973
J101120.23+462329.4,152.8343251,46.3915221,17.200,0.171,6.3,9.034E-01,16.615,0.380,2.9,8.802E-01,12.267,null,1.3,1.012E+00,8.931,null,0.6,1.125E+00,2,13,0,13,0,13,0,13,null,null,null,null,null,null,null,389.872898,221.921858
J101221.03+462611.0,153.0876386,46.4363955,17.049,0.142,7.6,8.961E-01,16.385,null,1.7,9.441E-01,12.921,null,-0.6,1.180E+00,9.265,null,-1.2,1.041E+00,3,15,1,15,0,15,0,15,null,null,null,null,null,null,null,389.934142,109.220889
J101108.02+462720.7,152.7834238,46.4557740,16.297,0.083,13.1,8.311E-01,16.430,0.284,3.8,7.997E-01,12.928,null,-0.3,9.424E-01,9.242,null,-0.5,8.416E-01,9,15,1,15,0,15,0,15,null,null,null,null,null,null,null,390.827369,261.380696
J101156.61+463434.4,152.9858855,46.5762362,16.584,0.104,10.5,8.220E-01,16.805,null,0.5,9.301E-01,12.281,0.329,3.3,9.975E-01,9.080,null,0.5,9.016E-01,6,13,1,13,1,13,0,13,null,null,null,null,null,null,null,392.126377,17.123365
J101115.55+463222.1,152.8148321,46.5394857,16.689,0.110,9.9,8.809E-01,16.468,0.314,3.5,8.245E-01,12.559,0.393,2.8,9.267E-01,8.971,null,0.7,8.727E-01,5,15,0,15,1,15,0,15,null,null,null,null,null,null,null,392.135719,308.228100
J101110.21+463054.7,152.7925427,46.5151999,15.847,0.059,18.4,7.112E-01,15.196,0.097,11.2,8.792E-01,11.232,0.120,9.1,9.723E-01,8.787,0.323,3.4,1.064E+00,15,15,5,15,2,15,0,15,null,null,null,null,null,null,null,395.200414,293.141811
J101145.22+462144.4,152.9384263,46.3623579,17.010,0.151,7.2,7.539E-01,16.673,null,0.9,9.347E-01,12.865,null,-1.2,8.805E-01,9.198,null,-0.8,9.617E-01,3,14,1,14,0,14,0,14,null,null,null,null,null,null,null,395.256445,180.289435
J101114.11+462431.2,152.8088013,46.4086935,16.505,0.092,11.8,8.058E-01,16.107,0.232,4.7,7.712E-01,12.905,null,0.0,9.001E-01,9.252,null,0.1,1.051E+00,9,14,0,14,0,14,0,14,null,null,null,null,null,null,null,396.082556,234.824517
J101223.37+462719.3,153.0973978,46.4553829,17.059,0.142,7.6,8.138E-01,16.548,null,1.3,8.370E-01,12.639,null,0.5,1.028E+00,9.013,null,0.5,8.600E-01,3,15,1,15,0,15,0,15,null,null,null,null,null,null,null,396.830715,98.691836
J101157.82+463435.4,152.9909496,46.5765045,15.511,0.049,22.2,9.274E-01,15.580,0.150,7.2,9.787E-01,12.612,null,0.4,1.070E+00,9.319,null,-0.6,9.862E-01,13,13,2,13,0,13,0,13,null,null,null,null,null,null,null,396.918553,18.810913
J101107.56+462929.4,152.7815301,46.4915033,16.945,0.135,8.1,8.913E-01,16.345,0.273,4.0,9.818E-01,12.263,null,1.6,9.399E-01,8.746,null,1.4,1.050E+00,2,14,2,14,0,14,0,14,null,null,null,null,null,null,null,397.083026,280.162554
J101119.16+463310.1,152.8298721,46.5528140,17.502,0.213,5.1,7.129E-01,16.874,null,0.6,1.007E+00,12.924,null,-0.1,9.176E-01,8.675,null,1.7,9.346E-01,0,15,0,15,0,15,0,15,null,null,null,null,null,null,null,397.155387,317.024721
J101159.73+462210.3,152.9988925,46.3695412,17.341,0.175,6.2,9.069E-01,17.068,null,0.2,8.935E-01,12.945,null,-1.6,8.764E-01,9.252,null,-1.4,8.200E-01,2,16,0,16,0,16,0,16,null,null,null,null,null,null,null,397.960798,158.135982
J101117.87+462340.2,152.8244996,46.3945061,16.745,0.112,9.7,9.031E-01,16.631,0.380,2.9,1.111E+00,12.160,null,1.9,9.416E-01,8.816,null,0.9,1.116E+00,6,14,0,14,0,14,0,14,null,null,null,null,null,null,null,398.949895,225.563674
J101132.63+463436.6,152.8859681,46.5768574,16.739,0.112,9.7,8.163E-01,16.178,0.227,4.8,1.191E+00,12.940,null,-1.0,9.409E-01,9.286,null,-1.8,1.080E+00,3,15,1,15,0,15,0,15,null,null,null,null,null,null,null,399.366693,340.729784
J101131.67+462206.4,152.8819811,46.3684712,16.355,0.090,12.0,7.804E-01,16.795,0.462,2.3,9.899E-01,12.848,null,-0.2,9.271E-01,9.091,null,-0.4,9.488E-01,9,13,0,13,0,13,0,13,null,null,null,null,null,null,null,399.369516,200.860032
J101222.63+463010.6,153.0943036,46.5029637,17.472,0.204,5.3,7.736E-01,16.427,null,1.9,1.085E+00,12.942,null,-0.7,8.862E-01,9.378,null,-0.8,9.119E-01,1,15,1,15,0,15,0,15,null,null,null,null,null,null,null,400.059054,73.845705
J101142.34+463500.0,152.9264472,46.5833448,17.482,0.204,5.3,1.097E+00,16.642,null,1.3,8.528E-01,12.899,null,-0.3,8.802E-01,8.970,null,0.7,8.914E-01,2,15,0,15,0,15,0,15,null,null,null,null,null,null,null,401.551529,355.482420
J101125.98+463407.7,152.8582503,46.5688206,16.184,0.072,15.1,7.412E-01,16.626,0.345,3.1,8.495E-01,12.932,null,-0.6,8.847E-01,8.959,0.421,2.6,1.013E+00,11,15,1,15,0,15,0,15,null,null,null,null,null,null,null,401.688428,330.069865
J101137.16+462147.0,152.9048588,46.3630730,16.896,0.143,7.6,9.072E-01,17.079,null,-0.6,1.017E+00,12.861,null,-0.8,8.641E-01,8.798,null,0.7,1.098E+00,3,13,0,13,0,13,0,13,null,null,null,null,null,null,null,401.835716,192.268702
J101147.10+462137.8,152.9462631,46.3605248,16.921,0.134,8.1,8.501E-01,16.339,0.279,3.9,1.266E+00,12.400,null,1.1,9.189E-01,9.246,null,-1.0,1.056E+00,2,14,1,14,0,14,0,14,null,null,null,null,null,null,null,402.229497,177.510235
J101106.57+462854.2,152.7774156,46.4817489,12.827,0.025,44.0,9.306E-01,12.868,0.028,38.5,1.021E+00,12.148,null,1.8,1.047E+00,8.679,null,1.4,1.147E+00,14,14,14,14,1,14,0,14,549054999,13.352,0.024,12.964,0.023,12.865,0.025,402.643941,274.982004
J101155.11+462149.3,152.9796423,46.3637060,16.961,0.133,8.2,9.932E-01,16.826,0.401,2.7,1.038E+00,12.907,null,-0.4,9.017E-01,9.036,null,0.4,9.434E-01,3,15,1,15,0,15,0,15,null,null,null,null,null,null,null,403.075695,165.577298
J101208.19+462252.2,153.0341502,46.3811879,16.976,0.134,8.1,8.608E-01,16.808,0.403,2.7,8.860E-01,12.903,null,0.1,9.301E-01,9.312,null,-0.7,9.973E-01,3,16,0,16,0,16,0,16,null,null,null,null,null,null,null,403.372834,144.239062
J101156.36+463447.2,152.9848571,46.5797865,17.349,0.196,5.5,7.401E-01,17.093,null,-0.4,9.035E-01,12.778,null,-0.6,8.998E-01,9.273,null,-2.2,9.962E-01,2,13,0,13,0,13,0,13,null,null,null,null,null,null,null,403.635670,16.242985
J101124.29+463400.0,152.8512084,46.5666786,14.524,0.032,33.9,2.493E+00,14.337,0.053,20.4,1.239E+00,11.471,0.144,7.5,9.940E-01,8.845,null,0.9,1.079E+00,15,15,14,14,2,15,0,15,549070082,15.906,0.081,15.353,0.087,15.074,null,404.166280,327.382539
J101109.75+462532.2,152.7906489,46.4256167,16.131,0.076,14.3,8.407E-01,15.965,0.203,5.3,1.089E+00,12.349,0.343,3.2,9.270E-01,9.018,null,0.4,1.020E+00,11,13,1,13,0,13,0,13,null,null,null,null,null,null,null,404.827742,245.609760
J101153.98+463456.1,152.9749471,46.5822650,16.769,0.119,9.1,9.030E-01,16.501,null,1.3,9.372E-01,12.468,null,0.9,9.105E-01,9.205,null,-0.4,8.999E-01,4,13,0,13,0,13,0,13,null,null,null,null,null,null,null,406.165389,12.567270
J101212.72+462327.4,153.0530012,46.3909572,16.579,0.099,10.9,8.435E-01,16.019,0.188,5.8,1.025E+00,12.687,null,0.6,1.054E+00,9.387,null,-0.5,1.032E+00,6,16,1,16,0,16,0,16,null,null,null,null,null,null,null,406.352771,135.956405
J101203.61+463420.5,153.0150580,46.5723654,15.999,0.067,16.3,7.961E-01,16.046,0.216,5.0,9.299E-01,12.836,null,-0.3,1.035E+00,9.273,null,-0.5,8.926E-01,12,13,1,13,0,13,0,13,null,null,null,null,null,null,null,406.742409,27.475348
J101117.00+463302.4,152.8208732,46.5506848,17.001,0.136,8.0,1.056E+00,16.609,null,1.2,9.390E-01,12.889,null,-0.8,9.039E-01,9.282,null,-1.0,1.115E+00,5,15,0,15,0,15,0,15,null,null,null,null,null,null,null,407.333674,313.997486
J101138.16+463500.2,152.9090283,46.5833953,10.233,0.022,48.8,1.214E+00,10.264,0.021,52.6,1.012E+00,10.307,0.057,19.0,9.177E-01,9.078,0.486,2.2,9.858E-01,14,14,14,14,14,14,0,14,549070107,10.658,0.022,10.404,0.021,10.322,0.020,407.409425,349.430930
J101109.21+463102.9,152.7883918,46.5174759,17.034,0.142,7.6,8.414E-01,16.969,0.465,2.3,1.033E+00,12.737,null,0.4,9.391E-01,8.904,null,1.0,1.150E+00,3,15,0,15,0,15,0,15,null,null,null,null,null,null,null,407.884848,293.635824
J101220.09+462503.7,153.0837231,46.4177029,16.646,0.105,10.4,8.676E-01,16.558,null,1.4,1.049E+00,12.921,null,-0.3,1.025E+00,9.286,null,-0.2,1.055E+00,3,15,0,15,0,15,0,15,549075040,16.864,0.151,16.472,0.199,16.246,0.344,408.521821,118.620102
J101201.92+462207.7,153.0080291,46.3688103,16.736,0.107,10.1,8.691E-01,17.048,0.477,2.3,7.276E-01,12.723,null,0.4,1.066E+00,9.248,null,0.1,1.046E+00,3,16,0,16,0,16,0,16,null,null,null,null,null,null,null,409.331824,155.322485
J101219.32+462448.2,153.0805322,46.4133935,15.136,0.039,27.5,9.833E-01,14.936,0.081,13.3,1.089E+00,12.914,0.517,2.1,8.964E-01,9.323,null,-0.2,9.388E-01,16,16,10,16,0,16,0,16,549075049,16.856,0.159,16.340,0.175,15.301,0.148,409.402685,121.057483
J101117.70+462326.7,152.8237889,46.3907556,17.153,0.161,6.8,8.610E-01,16.482,0.331,3.3,9.622E-01,12.879,null,-0.4,9.068E-01,9.242,null,-0.2,1.176E+00,0,14,0,14,0,14,0,14,null,null,null,null,null,null,null,409.760844,224.390493
J101216.20+462400.4,153.0675028,46.4001207,16.475,0.090,12.0,8.607E-01,16.158,0.217,5.0,9.953E-01,12.963,null,-0.5,9.304E-01,8.953,null,0.8,9.345E-01,6,16,2,16,0,16,0,16,null,null,null,null,null,null,null,410.509276,129.126780
J101119.50+462308.3,152.8312698,46.3856560,15.947,0.069,15.7,7.736E-01,16.184,0.267,4.1,6.330E-01,12.606,null,0.5,7.476E-01,8.898,null,0.7,1.036E+00,12,13,0,13,0,13,0,13,null,null,null,null,null,null,null,410.752715,220.744998
